time,yaw,pitch,roll
0.2416666666666666,-22.19559249584166,10.522778374161627,1.044384010019626
0.2458333333333333,-21.15612993723106,11.995424842229761,1.5005327385111262
0.25,-20.146287398873277,13.428392697291764,1.9450424492656775
0.2541666666666666,-19.194919120840193,14.785180949608025,2.366911887964466
0.2583333333333333,-18.32742099282866,16.033630187030255,2.7564303368959755
0.2625,-17.56439954976194,17.147531596213277,3.105659070581324
0.2666666666666666,-16.920773072853265,18.107728921633242,3.4087717330150897
0.2708333333333333,-16.405342809962555,18.902680179898326,3.662235495839965
0.275,-16.020819634642255,19.52850078382418,3.8648308041647654
0.2791666666666667,-15.764249844547539,19.98854687275846,4.017521087306839
0.2833333333333333,-15.627756638766684,20.29261941580069,4.123194305472368
0.2875,-15.599501269589016,20.455880910240747,4.186305622287049
0.2916666666666667,-15.664767502624985,20.49758149878897,4.212455058729989
0.2958333333333333,-15.80708121447838,20.439691510362316,4.207936024615664
0.3,-16.0092897097603,20.30553262457909,4.179290263158453
0.3041666666666666,-16.254539466697103,20.118490290479418,4.132901657600817
0.3083333333333333,-16.527105317491646,19.900876632212963,4.0746552913369385
0.3125,-16.813038906507018,19.672996791376313,4.009679766492774
0.3166666666666666,-17.100619914626343,19.45245281250638,3.9421814358138674
0.3208333333333333,-17.380608992617635,19.253697981238847,3.8753700494934344
0.325,-17.64631482271074,19.08783245940425,3.811467081175211
0.3291666666666666,-17.893498019488707,18.96261127358929,3.7517815514122166
0.3333333333333333,-18.120141532905663,18.88262198467842,3.6968345577555484
0.3375,-18.32612110879608,18.849584581577876,3.646513295440529
0.3416666666666667,-18.51281065345343,18.862730306188592,3.600237408743866
0.3458333333333333,-18.682656714050882,18.919225422270266,3.557123879241857
0.35,-18.838754005225397,19.01461514976025,3.516140211755761
0.3541666666666667,-18.98444968289131,19.143269081631793,3.4762386239120935
0.3583333333333333,-19.12299816570902,19.29881246664522,3.436466191954809
0.3625,-19.257282145008507,19.47452939491151,3.3960480129048163
0.3666666666666666,-19.389610149238116,19.663725947346634,3.3544428239812256
0.3708333333333333,-19.52159613768566,19.86004460652071,3.3113728703566094
0.375,-19.654120679814657,20.057724728319087,3.2668314496657884
0.3791666666666666,-19.78736603006918,20.25180597965688,3.2210721136994716
0.3833333333333333,-19.920910574271364,20.43827204111906,3.1745831362205053
0.3875,-20.05386401514123,20.61413189083988,3.1280499856067965
0.3916666666666666,-20.185023832313483,20.77743743620646,3.082307707872969
0.3958333333333333,-20.313034815891104,20.927240240046476,3.0382850413298605
0.4,-20.436536209819852,21.063495810780392,2.9969431547809195
0.4041666666666667,-20.554285766940332,21.186928554489974,2.9592134335423745
0.4083333333333333,-20.66525648274319,21.298871328458592,2.9259394012351176
0.4125,-20.768707684662395,21.4010907323186,2.897827170684331
0.4166666666666667,-20.86423516536686,21.495605687863392,2.87540739472261
0.4208333333333333,-20.95180476597057,21.584505161647773,2.8590102061888745
0.425,-21.03177151804599,21.669771413262186,2.848753266399366
0.4291666666666666,-21.104883550838917,21.753116720528265,2.8445418451704696
0.4333333333333333,-21.17226756252761,21.835842921805412,2.846079002366796
0.4375,-21.23539217402222,21.9187331762088,2.8528834006688384
0.4416666666666666,-21.296008048611725,22.001983295111426,2.8643117154200732
0.4458333333333333,-21.356068219121262,22.0851763543678,2.8795820172846933
0.45,-21.417635736832832,22.167300235429984,2.897794783031721
0.4541666666666666,-21.48278667992156,22.24680382162731,2.9179503352885847
0.4583333333333333,-21.553515277125285,22.321684327845297,2.938965057927968
0.4625,-21.631645890515877,22.389597053514674,2.9596915888803923
0.4666666666666667,-21.7187545894289,22.447980869594947,2.9789484567283657
0.4708333333333333,-21.816101221272618,22.49419741630763,2.995562332638574
0.475,-21.924572013802962,22.525686680178485,3.008422823627246
0.4791666666666667,-22.044633816997635,22.54014263599536,3.0165468641668136
0.4833333333333333,-22.17630356048516,22.53570803596659,3.019147374830217
0.4875,-22.319138173019024,22.511179438255535,3.01569881899298
0.4916666666666666,-22.472249478515735,22.46620666504664,3.0059912936480884
0.4958333333333333,-22.634345837474896,22.401467386765468,2.9901657064048086
0.5,-22.80379885867438,22.318796652918344,2.968725243488476
0.5041666666666667,-22.97873025624679,22.221251947587543,2.942521601687932
0.5083333333333333,-23.157111542832123,22.11309737026365,2.912717327163142
0.5125,-23.336868425142786,21.99969664014953,2.880727703422018
0.5166666666666667,-23.51598233661789,21.887313075170265,2.8481470317300066
0.5208333333333334,-23.692582391341073,21.782823716469245,2.8166650662060544
0.525,-23.86502169162166,21.69336299158103,2.7879798965933498
0.5291666666666667,-24.03193326663338,21.62591848229956,2.763713508358489
0.5333333333333333,-24.192263802943028,21.586907619110733,2.745335235600285
0.5375,-24.345287041009776,21.58176864297629,2.734096215073567
0.5416666666666666,-24.4906015283542,21.61460036695444,2.73097522472423
